"","Date","Visitor/Neutral","Home/Neutral","spread","Home","Visit"
"1116",2017-03-29,"Okc","ORL",-0.945064954158366,"W","L"
"1117",2017-03-29,"Atl","Phi",-0.945064954158366,"W","L"
"1118",2017-03-29,"Uta","Sac",-0.52744966583096,"W","L"
"1119",2017-03-29,"GSW","Sas",-4.300746580607,"W","L"
"1120",2017-03-29,"Cha","Tor",-5.91176327381329,"W","L"
"1121",2017-03-30,"Cle","Chi",-0.945064954158366,"W","L"
"1122",2017-03-30,"Bkn","Det",-1.68537269351261,"W","L"
"1123",2017-03-30,"Lal","Min",-6.09442194501449,"W","L"
"1124",2017-03-30,"Lac","Pho",2.15678434613096,"L","W"
"1125",2017-03-30,"Hou","Por",-5.949181172976,"W","L"
"1126",2017-03-31,"ORL","Bos",-6.00673670021919,"W","L"
"1127",2017-03-31,"Den","Cha",-5.91176327381329,"W","L"
"1128",2017-03-31,"Phi","Cle",-0.945064954158366,"W","L"
"1129",2017-03-31,"Hou","GSW",-9.67900769236189,"W","L"
"1130",2017-03-31,"Dal","Mem",-6.17788741031179,"W","L"
"1131",2017-03-31,"NY","Mia",-0.857379709363063,"W","L"
"1132",2017-03-31,"Det","Mil",-0.945064954158366,"W","L"
"1133",2017-03-31,"Sac","NO",-6.00673670021919,"W","L"
"1134",2017-03-31,"Sas","Okc",0.848610410249129,"L","W"
"1135",2017-03-31,"Ind","Tor",-4.48948528155397,"W","L"
"1136",2017-03-31,"Was","Uta",-6.00673670021919,"W","L"
"1137",2017-04-01,"ORL","Bkn",0.0532611640561501,"L","W"
"1138",2017-04-01,"Atl","Chi",-0.945064954158366,"W","L"
"1139",2017-04-01,"Lal","Lac",-7.54448857508349,"W","L"
"1140",2017-04-01,"Sac","Min",-1.47770632050144,"W","L"
"1141",2017-04-01,"Pho","Por",-6.09020216551649,"W","L"
"1142",2017-04-02,"Atl","Bkn",-0.762406282957165,"W","L"
"1143",2017-04-02,"Ind","Cle",0.250694739001785,"L","W"
"1144",2017-04-02,"Was","GSW",-9.48420088397417,"W","L"
"1145",2017-04-02,"Mem","Lal",0.120375807300978,"L","W"
"1146",2017-04-02,"Den","Mia",-1.50271402231141,"W","L"
"1147",2017-04-02,"Dal","Mil",-6.09442194501449,"W","L"
"1148",2017-04-02,"Chi","NO",-0.945064954158366,"W","L"
"1149",2017-04-02,"Bos","NY",-0.762406282957165,"W","L"
"1150",2017-04-02,"Cha","Okc",-0.945064954158366,"W","L"
"1151",2017-04-02,"Hou","Pho",-0.489613000352461,"W","L"
"1152",2017-04-02,"Uta","Sas",-6.09442194501449,"W","L"
"1153",2017-04-02,"Phi","Tor",-5.949181172976,"W","L"
"1154",2017-04-04,"ORL","Cle",-0.857379709363063,"W","L"
"1155",2017-04-04,"Min","GSW",-7.24134794710912,"W","L"
"1156",2017-04-04,"Tor","Ind",-4.71703519267328,"W","L"
"1157",2017-04-04,"Den","NO",-5.43951333080916,"W","L"
"1158",2017-04-04,"Chi","NY",-0.945064954158366,"W","L"
"1159",2017-04-04,"Mil","Okc",-0.945064954158366,"W","L"
"1160",2017-04-04,"Bkn","Phi",-6.09442194501449,"W","L"
"1161",2017-04-04,"Dal","Sac",-4.98212771715164,"W","L"
"1162",2017-04-04,"Mem","Sas",-6.17788741031179,"W","L"
"1163",2017-04-04,"Por","Uta",-1.08115440681127,"W","L"
"1164",2017-04-04,"Cha","Was",-5.949181172976,"W","L"
"1165",2017-04-05,"Cle","Bos",-0.945064954158366,"W","L"
"1166",2017-04-05,"Mia","Cha",-0.945064954158366,"W","L"
"1167",2017-04-05,"Tor","Det",0.395865190107955,"L","W"
"1168",2017-04-05,"Den","Hou",-4.43051006924501,"W","L"
"1169",2017-04-05,"Dal","Lac",-8.63879978675124,"W","L"
"1170",2017-04-05,"Okc","Mem",-0.945064954158366,"W","L"
"1171",2017-04-05,"GSW","Pho",8.10989613535568,"L","W"
"1172",2017-04-05,"Lal","Sas",-10.0569604254042,"W","L"
"1173",2017-04-06,"Bos","Atl",-0.650872594703706,"W","L"
"1174",2017-04-06,"Mil","Ind",-6.09442194501449,"W","L"
"1175",2017-04-06,"Was","NY",-5.13351372596268,"W","L"
"1176",2017-04-06,"Bkn","ORL",-6.09442194501449,"W","L"
"1177",2017-04-06,"Chi","Phi",-0.945064954158366,"W","L"
"1178",2017-04-06,"Min","Por",-0.762406282957165,"W","L"
"1179",2017-04-07,"Atl","Cle",-0.945064954158366,"W","L"
"1180",2017-04-07,"Sas","Dal",8.10989613535568,"L","W"
"1181",2017-04-07,"NO","Den",-4.77783860164176,"W","L"
"1182",2017-04-07,"Det","Hou",-0.206690874655731,"W","L"
"1183",2017-04-07,"Sac","Lal",0.114605286348884,"L","W"
"1184",2017-04-07,"NY","Mem",-0.945064954158366,"W","L"
"1185",2017-04-07,"Okc","Pho",-0.762406282957165,"W","L"
"1186",2017-04-07,"Mia","Tor",-6.0441545993819,"W","L"
"1187",2017-04-07,"Min","Uta",-0.945064954158366,"W","L"
"1188",2017-04-08,"Chi","Bkn",-0.857379709363063,"W","L"
"1189",2017-04-08,"Bos","Cha",-0.762406282957165,"W","L"
"1190",2017-04-08,"NO","GSW",-7.54448857508349,"W","L"
"1191",2017-04-08,"Ind","ORL",-4.26080384156573,"W","L"
"1192",2017-04-08,"Mil","Phi",-0.945064954158366,"W","L"
"1193",2017-04-08,"Uta","Por",-0.762406282957165,"W","L"
"1194",2017-04-08,"Lac","Sas",-6.55064702734961,"W","L"
"1195",2017-04-08,"Mia","Was",-5.949181172976,"W","L"
"1196",2017-04-09,"Cle","Atl",-0.857379709363063,"W","L"
"1197",2017-04-09,"Okc","Den",-0.762406282957165,"W","L"
"1198",2017-04-09,"Min","Lal",0.0532611640561501,"L","W"
"1199",2017-04-09,"Det","Mem",-0.945064954158366,"W","L"
"1200",2017-04-09,"Tor","NY",-5.16745915709939,"W","L"
"1201",2017-04-09,"Dal","Pho",-4.5139755345423,"W","L"
"1202",2017-04-09,"Hou","Sac",-5.80022958555984,"W","L"
"1203",2017-04-10,"Bkn","Bos",-6.17788741031179,"W","L"
"1204",2017-04-10,"ORL","Chi",-0.857379709363063,"W","L"
"1205",2017-04-10,"Was","Det",-4.61740234809527,"W","L"
"1206",2017-04-10,"Uta","GSW",-6.09442194501449,"W","L"
"1207",2017-04-10,"Hou","Lac",-6.9925473470525,"W","L"
"1208",2017-04-10,"Cle","Mia",-0.945064954158366,"W","L"
"1209",2017-04-10,"Cha","Mil",-0.945064954158366,"W","L"
"1210",2017-04-10,"Ind","Phi",-0.161122977128703,"W","L"
"1211",2017-04-10,"Sas","Por",2.41335410776602,"L","W"
"1212",2017-04-11,"Cha","Atl",-0.945064954158366,"W","L"
"1213",2017-04-11,"Den","Dal",-3.36197315453214,"W","L"
"1214",2017-04-11,"NO","Lal",0.531954642760856,"L","W"
"1215",2017-04-11,"Okc","Min",-0.945064954158366,"W","L"
"1216",2017-04-11,"Pho","Sac",-5.949181172976,"W","L"
"1217",2017-04-12,"Mil","Bos",-0.945064954158366,"W","L"
"1218",2017-04-12,"Bkn","Chi",-0.945064954158366,"W","L"
"1219",2017-04-12,"Tor","Cle",-0.0157136453519229,"W","L"
"1220",2017-04-12,"Lal","GSW",-10.1418164249282,"W","L"
"1221",2017-04-12,"Min","Hou",-0.258166434505961,"W","L"
"1222",2017-04-12,"Atl","Ind",-5.99522873911059,"W","L"
"1223",2017-04-12,"Sac","Lac",-6.56312480715156,"W","L"
"1224",2017-04-12,"Dal","Mem",-6.17788741031179,"W","L"
"1225",2017-04-12,"Was","Mia",0.371518389214372,"L","W"
"1226",2017-04-12,"Phi","NY",-0.945064954158366,"W","L"
"1227",2017-04-12,"Den","Okc",-0.762406282957165,"W","L"
"1228",2017-04-12,"Det","ORL",-0.762406282957165,"W","L"
"1229",2017-04-12,"NO","Por",-0.650872594703706,"W","L"
"1230",2017-04-12,"Sas","Uta",-0.206690874655731,"W","L"
